record_id,db_id,NLQ,NLQ_colloquial,MQL,mql_signature,mql_skeleton_signature,mql_skeleton_summary,stage_count,operator_count,complexity_score
9833858,superhero,Classify up to 10 hero_dossiers documents by whether native field schema_state.attributes is missing or present.,Show up to 10 hero_dossiers items that are missing schema_state.attributes.,"db.hero_dossiers.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$powers.power_count"",2]},""powers.power_count>= 2"",""powers.power_count< 2""]}}},{""$addFields"":{""native_presence_state"":{""$ifNull"":[""$schema_state.attributes"",""missing""]}}},{""$match"":{""native_presence_state"":""present""}},{""$match"":{""appearance.race.race_id"":{""$gte"":21}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""presence"":{""numeric_path"":""appearance.race.race_id"",""state"":""$native_presence_state""}},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:87140d6d51ef0342a784240cc2e2a0bd1ac4dd9fdf2af3f07199bcc9f043158c,sha256:8556ab84bfc81a26b69aca9385c6de78975609f11cfd5fb9b39aa28b869f430b,$addFields>$addFields>$match>$match>$group>$sort>$limit,7,9,11.4
9839112,codebase_community,"For each user_reputation_profiles document, inspect the dynamic keys under activity.by_year and keep entries where count dynamic activity.by_year keys whose comment.count reaches 6 with context bucketed by profile.age around 29, returning up to 50 documents.",Show up to 50 user_reputation_profiles rows where activity.by_year has count dynamic activity.by_year keys whose comment.count reaches 6 with context bucketed by profile.age around 29.,"db.user_reputation_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$profile.age"",29]},""profile.age>= 29"",""profile.age< 29""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$activity.by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""above_threshold"":{""$sum"":{""$cond"":[{""$gte"":[""$native_dynamic_entries.v.comment.count"",6]},1,0]}},""observed"":{""$sum"":1}}},{""$sort"":{""_id"":1,""above_threshold"":-1,""observed"":-1}},{""$limit"":50}])",sha256:a975e7313db4df87dff3b4572b461c39db6b3bcb085187f9ba22d669aff2af75,sha256:f1d9212824995962ac444dad3685ddaabc664aa5072ec776df4b75c5925a7a98,$addFields>$project>$unwind>$group>$sort>$limit,6,11,13.15
9873292,student_club,"For each club_event_plans_v2 document, inspect the dynamic keys under budget_by_category and keep entries where dynamic key 'Parking' has budgets.expense_events.cost at least 6.0 with context bucketed by venue.presence_state, returning up to 25 documents.",Show up to 25 club_event_plans_v2 rows where budget_by_category has dynamic key 'Parking' has budgets.expense_events.cost at least 6.0 with context bucketed by venue.presence_state.,"db.club_event_plans_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$venue.presence_state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$budget_by_category"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""Parking"",""native_dynamic_entries.v.budgets.expense_events.cost"":{""$gte"":6.0}}},{""$project"":{""_id"":1,""budgets.expense_events.cost"":""$native_dynamic_entries.v.budgets.expense_events.cost"",""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k""}},{""$sort"":{""_id"":1,""budgets.expense_events.cost"":-1}},{""$limit"":25}])",sha256:2fe2ce88164d33093578981959f883c7fc451d4905d4743cbbc5429514c3548f,sha256:1359a6593095a878bce889bae48df683d44295ab5d53e76c671e2270343e8c87,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,9,12.2
9884066,debit_card_specializing,"For each fuel_product_payment_timeline document, inspect the dynamic keys under payment_timeline.by_date and keep entries where dynamic key '2012-08-24' has payments.payment.amount at least 27 with context bucketed by identity.source_db, returning up to 25 documents.",Show up to 25 fuel_product_payment_timeline rows where payment_timeline.by_date has dynamic key '2012-08-24' has payments.payment.amount at least 27 with context bucketed by identity.source_db.,"db.fuel_product_payment_timeline.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$identity.source_db"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$payment_timeline.by_date"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""2012-08-24"",""native_dynamic_entries.v.payments.payment.amount"":{""$gte"":27}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""payments.payment.amount"":""$native_dynamic_entries.v.payments.payment.amount""}},{""$sort"":{""_id"":1,""payments.payment.amount"":-1}},{""$limit"":25}])",sha256:6487bc2f2c481877562e957fe8d1f6ff5dd5ff2b4e6893561fbf96e364ae82b6,sha256:46e02cda272f606ee143ee9024fac220aebb75f7dd6277efe75999144a806573,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,9,12.2
9890202,financial,"For each counterparty_flow_profiles document, inspect the dynamic keys under flows_by_symbol and keep entries where dynamic key is one of ['SIPO'] under flows_by_symbol with context bucketed by monthly_flow_index.1993-04.operations_by_symbol.PREVOD_Z_UCTU::no_symbol.amount_total around 57166, returning up to 10 documents.",Show up to 10 counterparty_flow_profiles rows where flows_by_symbol has dynamic key is one of ['SIPO'] under flows_by_symbol with context bucketed by monthly_flow_index.1993-04.operations_by_symbol.PREVOD_Z_UCTU::no_symbol.amount_total around 57166.,"db.counterparty_flow_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$monthly_flow_index.1993-04.operations_by_symbol.PREVOD_Z_UCTU::no_symbol.amount_total"",57166]},""monthly_flow_index.1993-04.operations_by_symbol.PREVOD_Z_UCTU::no_symbol.amount_total>= 57166"",""monthly_flow_index.1993-04.operations_by_symbol.PREVOD_Z_UCTU::no_symbol.amount_total< 57166""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$flows_by_symbol"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":{""$in"":[""SIPO""]}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:1fcb130df513c738faaf1c879a1e21380e14008ee8329c29ece562c56203a01f,sha256:1aad272b0242cfa3fb3cb7e060aa9f532359a89e81e6f88e7fb847ee016395ca,$addFields>$project>$unwind>$match>$group>$sort>$limit,7,13,14.85
9894693,california_schools,Find district grade spans with multiple active charter schools and high average FRPM; return up to 27 groups.,List up to 27 district grade spans where active charter schools cluster with high FRPM.,"db.district_rollups.aggregate([{""$project"":{""_id"":0,""county"":""$district_identity.county"",""district"":""$district_identity.district"",""spans"":{""$objectToArray"":{""$ifNull"":[""$schools_by_grade_span"",{}]}}}},{""$unwind"":""$spans""},{""$unwind"":""$spans.v""},{""$match"":{""spans.v.status"":""Active"",""spans.v.program_tags"":""charter"",""spans.v.frpm.frpm_pct_k12"":{""$ne"":null}}},{""$group"":{""_id"":{""county"":""$county"",""district"":""$district"",""grade_span"":""$spans.k""},""charter_school_count"":{""$sum"":1},""avg_frpm_pct"":{""$avg"":""$spans.v.frpm.frpm_pct_k12""},""schools"":{""$addToSet"":""$spans.v.school""}}},{""$match"":{""charter_school_count"":{""$gte"":2},""avg_frpm_pct"":{""$gte"":0.45}}},{""$project"":{""_id"":0,""county"":""$_id.county"",""district"":""$_id.district"",""grade_span"":""$_id.grade_span"",""charter_school_count"":1,""avg_frpm_pct"":{""$round"":[""$avg_frpm_pct"",3]},""schools"":{""$slice"":[""$schools"",5]}}},{""$sort"":{""charter_school_count"":-1,""avg_frpm_pct"":-1}},{""$limit"":27}])",sha256:2b48bfb6a6ef12d9711413a3ca8ddaf2485db299b50f0d6f4a06312147bbdcaf,sha256:c88f0ad51a63c9f0019800ce2413ecafaf442652009ec26b50bb02be898c497a,$project>$unwind>$unwind>$match>$group>$match>$project>$sort>$limit,9,15,18.8
9913188,formula_1,"For each race_weekends_v2 document, inspect the dynamic keys under sessions.race.laps_by_number and keep entries where shape-preserving filter keeps dynamic keys ['22', '23'] under sessions.race.laps_by_number with context bucketed by sessions.race.results_by_status.Finished.schema_state, returning up to 25 documents.","Show up to 25 race_weekends_v2 rows where sessions.race.laps_by_number has shape-preserving filter keeps dynamic keys ['22', '23'] under sessions.race.laps_by_number with context bucketed by sessions.race.results_by_status.Finished.schema_state.","db.race_weekends_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$sessions.race.results_by_status.Finished.schema_state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":{""$filter"":{""as"":""entry"",""cond"":{""$in"":[""$$entry.k"",[""22"",""23""]]},""input"":{""$objectToArray"":{""$ifNull"":[""$sessions.race.laps_by_number"",{}]}}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_matching_dynamic_entries""},0]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":1}},{""$sort"":{""_id"":1}},{""$limit"":25}])",sha256:05ef0de8c6e9ed6f4966681fb9affef9b3146286165045a9877df52a1bf62e39,sha256:12218600c4be116b70bf73ac7c2cd7af60b8bab88a2babe436d55f208f577f5b,$addFields>$project>$match>$project>$sort>$limit,6,12,11.8
9930817,codebase_community,"For each community_threads document, inspect the dynamic keys under taxonomy.tags_by_name and keep entries where summarize declared_count totals across dynamic taxonomy.tags_by_name keys with context bucketed by question.post_id around 2197, returning up to 50 documents.",Show up to 50 community_threads rows where taxonomy.tags_by_name has summarize declared_count totals across dynamic taxonomy.tags_by_name keys with context bucketed by question.post_id around 2197.,"db.community_threads.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$question.post_id"",2197]},""question.post_id>= 2197"",""question.post_id< 2197""]}}},{""$project"":{""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$taxonomy.tags_by_name"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.v.declared_count"":{""$ne"":null}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""entry_count"":{""$sum"":1},""metric_total"":{""$sum"":""$native_dynamic_entries.v.declared_count""}}},{""$match"":{""entry_count"":{""$gte"":1}}},{""$sort"":{""_id"":1,""metric_total"":-1}},{""$limit"":50}])",sha256:46e4726115eb5b09652cb1eb95fdf99d4ee0a429a9cc411699d3efed21a5fa13,sha256:c6ca68dfd4bc6adfb546eb147db6bfe90bd86961690b1cb0179d67373662356e,$addFields>$project>$unwind>$match>$group>$match>$sort>$limit,8,13,15.85
9931265,formula_1,"For each race_weekends_v2 document, inspect the dynamic keys under sessions.race.laps_by_number and keep entries where count documents carrying dynamic key '32' under sessions.race.laps_by_number with context bucketed by standings_after.drivers_by_position.4.driver.nationality, returning up to 100 documents.",Show up to 100 race_weekends_v2 rows where sessions.race.laps_by_number has count documents carrying dynamic key '32' under sessions.race.laps_by_number with context bucketed by standings_after.drivers_by_position.4.driver.nationality.,"db.race_weekends_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$standings_after.drivers_by_position.4.driver.nationality"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$sessions.race.laps_by_number"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""32""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1},""example_ids"":{""$addToSet"":""$_id""}}},{""$project"":{""_id"":0,""document_count"":1,""example_count"":{""$size"":""$example_ids""},""native_context_bucket"":""$_id.context"",""native_key"":""$_id.native_key""}},{""$sort"":{""document_count"":-1,""native_key"":1}},{""$limit"":100}])",sha256:232f7df7c88c9f0cb87128c2ae4baa403fce9d64879307f41f6bc83601ccaf7a,sha256:5646cef9c8058abd05bc32a9a30a43b37efae34024ca81630e8aca36476e5941,$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,8,12,15.5
9962223,european_football_2,"For each player_profiles document, inspect the dynamic keys under attribute_timeline.by_year and keep entries where shape-preserving filter keeps dynamic keys ['2013', '2014'] under attribute_timeline.by_year with context bucketed by rating_by_season.2012.state, returning up to 25 documents.","Show up to 25 player_profiles rows where attribute_timeline.by_year has shape-preserving filter keeps dynamic keys ['2013', '2014'] under attribute_timeline.by_year with context bucketed by rating_by_season.2012.state.","db.player_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$rating_by_season.2012.state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":{""$filter"":{""as"":""entry"",""cond"":{""$in"":[""$$entry.k"",[""2013"",""2014""]]},""input"":{""$objectToArray"":{""$ifNull"":[""$attribute_timeline.by_year"",{}]}}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_matching_dynamic_entries""},0]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":1}},{""$sort"":{""_id"":1}},{""$limit"":25}])",sha256:7054050e5a9e3efe540367ccfa3b5686f077c0c7c7635fa7660e8db19cae86fb,sha256:12218600c4be116b70bf73ac7c2cd7af60b8bab88a2babe436d55f208f577f5b,$addFields>$project>$match>$project>$sort>$limit,6,12,11.8
9982470,thrombosis_prediction,"For each patient_clinical_profiles document, inspect the dynamic keys under timeline.lab_panels_by_year and keep entries where dynamic key is one of ['1993'] under timeline.lab_panels_by_year with context bucketed by risk_profile.measurement_group_state_buckets.coagulation_panel.null around 332, returning up to 10 documents.",Show up to 10 patient_clinical_profiles rows where timeline.lab_panels_by_year has dynamic key is one of ['1993'] under timeline.lab_panels_by_year with context bucketed by risk_profile.measurement_group_state_buckets.coagulation_panel.null around 332.,"db.patient_clinical_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$risk_profile.measurement_group_state_buckets.coagulation_panel.null"",332]},""risk_profile.measurement_group_state_buckets.coagulation_panel.null>= 332"",""risk_profile.measurement_group_state_buckets.coagulation_panel.null< 332""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$timeline.lab_panels_by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":{""$in"":[""1993""]}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:decf441454d14d16b8dcdac2d220068cc56543e6d61c91455c45af7c4ad8c501,sha256:1aad272b0242cfa3fb3cb7e060aa9f532359a89e81e6f88e7fb847ee016395ca,$addFields>$project>$unwind>$match>$group>$sort>$limit,7,13,14.85
10000512,codebase_community,"For each tag_topic_ecosystems document, inspect the dynamic keys under threads_by_status_by_year and keep entries where count dynamic threads_by_status_by_year keys whose 2010.threads.score reaches 1 with context bucketed by wiki_posts.wiki.score around 0, returning up to 50 documents.",Show up to 50 tag_topic_ecosystems rows where threads_by_status_by_year has count dynamic threads_by_status_by_year keys whose 2010.threads.score reaches 1 with context bucketed by wiki_posts.wiki.score around 0.,"db.tag_topic_ecosystems.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$wiki_posts.wiki.score"",0]},""wiki_posts.wiki.score>= 0"",""wiki_posts.wiki.score< 0""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$threads_by_status_by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""above_threshold"":{""$sum"":{""$cond"":[{""$gte"":[""$native_dynamic_entries.v.2010.threads.score"",1]},1,0]}},""observed"":{""$sum"":1}}},{""$sort"":{""_id"":1,""above_threshold"":-1,""observed"":-1}},{""$limit"":50}])",sha256:17e0fc7a522ca6ab2355c7e6117687e25a3c6d026ec6ebf1c86c374f15c8c166,sha256:f1d9212824995962ac444dad3685ddaabc664aa5072ec776df4b75c5925a7a98,$addFields>$project>$unwind>$group>$sort>$limit,6,11,13.15
10003899,formula_1,"For each race_weekends_v2 document, inspect the dynamic keys under sessions.race.laps_by_number and keep entries where dynamic key '2' has running_order.position at least 11 with context bucketed by calendar.race_name, returning up to 25 documents.",Show up to 25 race_weekends_v2 rows where sessions.race.laps_by_number has dynamic key '2' has running_order.position at least 11 with context bucketed by calendar.race_name.,"db.race_weekends_v2.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$calendar.race_name"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$sessions.race.laps_by_number"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""2"",""native_dynamic_entries.v.running_order.position"":{""$gte"":11}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""running_order.position"":""$native_dynamic_entries.v.running_order.position""}},{""$sort"":{""_id"":1,""running_order.position"":-1}},{""$limit"":25}])",sha256:f7e2ebf5099919fce3ad69478acc48ad88629343c7affb950b3e29e8739abae9,sha256:46e02cda272f606ee143ee9024fac220aebb75f7dd6277efe75999144a806573,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,9,12.2
10007072,thrombosis_prediction,"For each patient_clinical_profiles document, inspect the dynamic keys under timeline.lab_panels_by_year and keep entries where dynamic key '1997' has panels.measurements_by_code.C3.value at least 68 with context bucketed by identity.sex.presence_state, returning up to 25 documents.",Show up to 25 patient_clinical_profiles rows where timeline.lab_panels_by_year has dynamic key '1997' has panels.measurements_by_code.C3.value at least 68 with context bucketed by identity.sex.presence_state.,"db.patient_clinical_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$identity.sex.presence_state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$timeline.lab_panels_by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""1997"",""native_dynamic_entries.v.panels.measurements_by_code.C3.value"":{""$gte"":68}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""panels.measurements_by_code.C3.value"":""$native_dynamic_entries.v.panels.measurements_by_code.C3.value""}},{""$sort"":{""_id"":1,""panels.measurements_by_code.C3.value"":-1}},{""$limit"":25}])",sha256:00dd7c15f306521744370684612fa7a99caaa80f74308eaa835a13208c2c8939,sha256:46e02cda272f606ee143ee9024fac220aebb75f7dd6277efe75999144a806573,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,9,12.2
10024148,financial,"For each account_ledgers document, inspect the dynamic keys under cashflow.activity_by_month and keep entries where dynamic key '1996-09' is present under cashflow.activity_by_month with context bucketed by district_context.unemployment.current.value around 2.01, returning up to 10 documents.",Show up to 10 account_ledgers rows where cashflow.activity_by_month has dynamic key '1996-09' is present under cashflow.activity_by_month with context bucketed by district_context.unemployment.current.value around 2.01.,"db.account_ledgers.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$district_context.unemployment.current.value"",2.01]},""district_context.unemployment.current.value>= 2.01"",""district_context.unemployment.current.value< 2.01""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$cashflow.activity_by_month"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""1996-09""}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""native_value"":""$native_dynamic_entries.v""}},{""$sort"":{""_id"":1}},{""$limit"":10}])",sha256:729fb95e6e74ff2dd87cf72a9a12675aff357b0027a29b649ef7da2312b8a147,sha256:672b7c00a08e83d7ddbd17ea64485af845d74be6e6cb18c77afeb101604250b6,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,10,12.55
10053801,toxicology,"For each molecule_graphs document, inspect the dynamic keys under chemistry.elements_by_symbol and keep entries where at least 5 dynamic keys exist under chemistry.elements_by_symbol with context bucketed by chemistry.component_presence.label, returning up to 100 documents.",Show up to 100 molecule_graphs rows where chemistry.elements_by_symbol has at least 5 dynamic keys exist under chemistry.elements_by_symbol with context bucketed by chemistry.component_presence.label.,"db.molecule_graphs.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$chemistry.component_presence.label"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$chemistry.elements_by_symbol"",{}]}},""native_dynamic_key_count"":{""$size"":{""$objectToArray"":{""$ifNull"":[""$chemistry.elements_by_symbol"",{}]}}}}},{""$match"":{""native_dynamic_key_count"":{""$gte"":5}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries.k"":1,""native_dynamic_key_count"":1}},{""$sort"":{""_id"":1,""native_dynamic_key_count"":-1}},{""$limit"":100}])",sha256:b9efccad01b2de4a875f0e48e5a933744b96cbb1c82f304ad8b84d29c15f3980,sha256:ee7f51d8601ec36881734932895dabbb79eb3a8d1bafa03ee975742ed1856ab8,$addFields>$project>$match>$project>$sort>$limit,6,9,9.95
10058478,european_football_2,Filter each match_documents document's nested lineups.home.players array in place for nested lineups.home.players events have both event_type and event_time with context bucketed by competition.country.name. Return up to 25 documents.,Keep nested lineups.home.players events have both event_type and event_time with context bucketed by competition.country.name nested lineups.home.players events for up to 25 match_documents items.,"db.match_documents.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$competition.country.name"",""missing""]}}},{""$addFields"":{""native_filtered_events"":{""$filter"":{""as"":""event"",""cond"":{""$and"":[{""$ne"":[""$$event.event_type"",null]},{""$ne"":[""$$event.event_time"",null]}]},""input"":{""$cond"":[{""$isArray"":""$lineups.home.players""},""$lineups.home.players"",[]]}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_filtered_events""},0]}}},{""$project"":{""_id"":1,""lineups.home.players"":1,""native_context_bucket"":1,""native_event_count"":{""$size"":""$native_filtered_events""},""native_filtered_events"":1}},{""$sort"":{""_id"":1,""native_event_count"":-1}},{""$limit"":25}])",sha256:0902432a84d8e73f4f02397c02afa07c85c4f59a093608023d606b2939af4b72,sha256:398d0e6c2d269a31b551835891670096c697382dba72a67dd90d84c5e391ac1a,$addFields>$addFields>$match>$project>$sort>$limit,6,14,11.7
10082429,toxicology,"For each molecule_graphs document, inspect the dynamic keys under assay.views.bonds_by_type and keep entries where dynamic key '-' is present under assay.views.bonds_by_type with context bucketed by chemistry.composition.bond_type_total around 2, returning up to 10 documents.",Show up to 10 molecule_graphs rows where assay.views.bonds_by_type has dynamic key '-' is present under assay.views.bonds_by_type with context bucketed by chemistry.composition.bond_type_total around 2.,"db.molecule_graphs.aggregate([{""$unwind"":""$assay.views""},{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$chemistry.composition.bond_type_total"",2]},""chemistry.composition.bond_type_total>= 2"",""chemistry.composition.bond_type_total< 2""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$assay.views.bonds_by_type"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""-""}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""native_value"":""$native_dynamic_entries.v""}},{""$sort"":{""_id"":1}},{""$limit"":10}])",sha256:b6b710933a3b9085053c9baf8f3141d62a883ba2972407a5b086b327ea2f9778,sha256:1762e36b3e79a778897f9866300beba4cd4db03407e44f0d08c363a6484d2f0a,$unwind>$addFields>$project>$unwind>$match>$project>$sort>$limit,8,10,14.8
10094871,thrombosis_prediction,"For each patient_clinical_profiles document, inspect the dynamic keys under timeline.lab_panels_by_year and keep entries where dynamic key '1984' is present under timeline.lab_panels_by_year with context bucketed by risk_profile.measurement_group_state_buckets.coagulation_panel.low around 4, returning up to 10 documents.",Show up to 10 patient_clinical_profiles rows where timeline.lab_panels_by_year has dynamic key '1984' is present under timeline.lab_panels_by_year with context bucketed by risk_profile.measurement_group_state_buckets.coagulation_panel.low around 4.,"db.patient_clinical_profiles.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$risk_profile.measurement_group_state_buckets.coagulation_panel.low"",4]},""risk_profile.measurement_group_state_buckets.coagulation_panel.low>= 4"",""risk_profile.measurement_group_state_buckets.coagulation_panel.low< 4""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$timeline.lab_panels_by_year"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""1984""}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""native_value"":""$native_dynamic_entries.v""}},{""$sort"":{""_id"":1}},{""$limit"":10}])",sha256:0a2cf21bfbea6bb56decaad1a75ab9bf86b7ed11ed8c8841d3fb460c01ca924e,sha256:672b7c00a08e83d7ddbd17ea64485af845d74be6e6cb18c77afeb101604250b6,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,10,12.55
10101394,codebase_community,"For each community_threads document, inspect the dynamic keys under taxonomy.tags_by_name and keep entries where count documents carrying dynamic key 'clustering' under taxonomy.tags_by_name with context bucketed by revision_timeline.state, returning up to 100 documents.",Show up to 100 community_threads rows where taxonomy.tags_by_name has count documents carrying dynamic key 'clustering' under taxonomy.tags_by_name with context bucketed by revision_timeline.state.,"db.community_threads.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$revision_timeline.state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$taxonomy.tags_by_name"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""clustering""}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1},""example_ids"":{""$addToSet"":""$_id""}}},{""$project"":{""_id"":0,""document_count"":1,""example_count"":{""$size"":""$example_ids""},""native_context_bucket"":""$_id.context"",""native_key"":""$_id.native_key""}},{""$sort"":{""document_count"":-1,""native_key"":1}},{""$limit"":100}])",sha256:fa3f4614c2a9a293216e1d15333af79eaeb861129ad4e2497fcb4e244d23b384,sha256:5646cef9c8058abd05bc32a9a30a43b37efae34024ca81630e8aca36476e5941,$addFields>$project>$unwind>$match>$group>$project>$sort>$limit,8,12,15.5
