record_id,db_id,category,issue
2691507,financial,ast_allowlist_check,"[C5 r2691507] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2724444,codebase_community,feature_path_not_accessed,[native r2724444] dynamic key feature tag_topic_ecosystems.topic_status_year_buckets does not access feature path threads_by_status_by_year
2738151,debit_card_specializing,dynamic_key_requires_objectToArray_path,[native r2738151] dynamic key feature fuel_customer_spend_profiles.consumption_by_month requires $objectToArray over spend.consumption_by_month
2738151,debit_card_specializing,feature_path_not_accessed,[native r2738151] dynamic key feature fuel_customer_spend_profiles.consumption_by_month does not access feature path spend.consumption_by_month
2754822,financial,feature_path_not_accessed,[native r2754822] dynamic key feature counterparty_flow_profiles.bank_symbol_flow_matrix does not access feature path flows_by_symbol
2757085,student_club,claimed_native_constructs_absent,[native r2757085] claimed native constructs absent from MQL: ['$ifNull']
2765589,financial,ast_allowlist_check,"[C5 r2765589] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2791422,superhero,feature_path_not_accessed,[native r2791422] dynamic key feature hero_dossiers.attribute_matrix does not access feature path ability_matrix.attributes_by_name
2794504,european_football_2,ast_allowlist_check,"[C5 r2794504] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2794504,european_football_2,unresolved_provenance_refs,"[native r2794504] unresolved provenance refs: ['League.id', 'Match.season', 'Match.home_team_goal', 'Match.away_team_goal']"
2804691,toxicology,ast_allowlist_check,[C5 r2804691] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2832295,debit_card_specializing,feature_path_not_accessed,[native r2832295] dynamic key feature fuel_station_market_catalog.station_transactions_by_date does not access feature path transactions_by_date
2834390,financial,ast_allowlist_check,"[C5 r2834390] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2855727,card_games,ast_allowlist_check,"[C5 r2855727] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2855727,card_games,unresolved_provenance_refs,"[native r2855727] unresolved provenance refs: ['sets.code', 'cards.rarity', 'cards.uuid']"
2857594,thrombosis_prediction,ast_allowlist_check,"[C5 r2857594] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2869599,financial,ast_allowlist_check,"[C5 r2869599] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2873655,california_schools,ast_allowlist_check,"[C5 r2873655] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2873655,california_schools,unresolved_provenance_refs,"[native r2873655] unresolved provenance refs: ['frpm.Enrollment (K-12)', 'frpm.FRPM Count (K-12)']"
2883309,financial,feature_path_not_accessed,[native r2883309] dynamic key feature account_ledgers.monthly_activity_matrix does not access feature path cashflow.activity_by_month
2913838,thrombosis_prediction,nested_event_filter_requirement,[native r2913838] nested event feature requires shape-preserving $filter; $unwind+$group alone is SQL-transfer shaped
2913838,thrombosis_prediction,nested_event_filter_requirement,[native r2913838] nested event feature patient_clinical_profiles.thrombosis_diagnosis_events requires shape-preserving $filter
2933237,toxicology,claimed_native_constructs_absent,[native r2933237] claimed native constructs absent from MQL: ['$unwind']
2959894,codebase_community,feature_path_not_accessed,[native r2959894] dynamic key feature user_reputation_profiles.reputation_activity_lattice does not access feature path activity.by_year
2960378,formula_1,dynamic_key_requires_objectToArray_path,[native r2960378] dynamic key feature race_weekends_v2.results_by_status requires $objectToArray over sessions.race.results_by_status
2960378,formula_1,feature_path_not_accessed,[native r2960378] dynamic key feature race_weekends_v2.results_by_status does not access feature path sessions.race.results_by_status
2960378,formula_1,unresolved_provenance_refs,"[native r2960378] unresolved provenance refs: ['results', 'status', 'drivers', 'constructors']"
2969726,thrombosis_prediction,feature_path_not_accessed,[native r2969726] dynamic key feature measurement_code_bags.yearly_measurement_distribution does not access feature path values_by_year
2987721,european_football_2,feature_path_not_accessed,[native r2987721] dynamic key feature league_season_buckets.team_table does not access feature path teams_by_result_bucket
2987721,european_football_2,unresolved_provenance_refs,"[native r2987721] unresolved provenance refs: ['League.id', 'Match.season', 'Match.home_team_goal', 'Match.away_team_goal']"
2994168,european_football_2,feature_path_not_accessed,[native r2994168] dynamic key feature team_profiles.matches_by_season does not access feature path matches_by_season
2994168,european_football_2,unresolved_provenance_refs,"[native r2994168] unresolved provenance refs: ['Team.team_api_id', 'Match.season', 'Match.home_team_goal', 'Match.away_team_goal']"
2997177,debit_card_specializing,ast_allowlist_check,[C5 r2997177] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
3004924,student_club,ast_allowlist_check,"[C5 r3004924] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
3006409,california_schools,ast_allowlist_check,"[C5 r3006409] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
3006409,california_schools,unresolved_provenance_refs,"[native r3006409] unresolved provenance refs: ['schools.GSoffered', 'frpm.Low Grade', 'frpm.High Grade', 'frpm.Percent (%) Eligible FRPM (K-12)']"
3021436,debit_card_specializing,ast_allowlist_check,"[C5 r3021436] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
3030899,card_games,unresolved_provenance_refs,"[native r3030899] unresolved provenance refs: ['sets.code', 'cards.rarity', 'cards.uuid']"
